MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Specification Sheet,Actual Image (Yes/No),REVIEW_REASON,CONFIDENCE_SCORE,NEEDS_REVIEW
,,,,,,,Lighting,LED,,,564906,564906 60W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,564906,,Lighting>LED,"Signify North America, Philips, LED, 564906, Wattage=60, 60W Led Med 27k 2pk",LED 60W,PHILIPS 564906 LED With LED,"PHILIPS, LED, With LED, 60","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,60,W,Wattage Rating,60,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,573410,573410 40W Led A19 Med 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,573410,,Lighting>LED,"Signify North America, Philips, LED, 573410, Wattage=40, 40W Led A19 Med 27k 2pk",LED 40W,PHILIPS 573410 LED With LED,"PHILIPS, LED, With LED, 40","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,40,W,Wattage Rating,40,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,576504,576504 65W Led BR40 Med 50k,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,576504,,Lighting>LED,"Signify North America, Philips, LED, 576504, Wattage=65, 65W Led BR40 Med 50k",LED 65W,PHILIPS 576504 LED With LED,"PHILIPS, LED, With LED, 65","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,65,W,Wattage Rating,65,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,576017,576017 100W Led Par30L Med 30k,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,576017,,Lighting>LED,"Signify North America, Philips, LED, 576017, Wattage=100",LED 100W,PHILIPS 576017 LED With LED,"PHILIPS, LED, With LED, 100","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,100,W,Wattage Rating,100,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,63%,No
,,,,,,,Lighting,LED,,,574392,574392 40W Led B11 Med 27k 3pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,574392,,Lighting>LED,"Signify North America, Philips, LED, 574392, Wattage=40, 40W Led B11 Med 27k 3pk",LED 40W,PHILIPS 574392 LED With LED,"PHILIPS, LED, With LED, 40","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,40,W,Wattage Rating,40,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,576751,576751 65W Led BR30 Med 3pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,576751,,Lighting>LED,"Signify North America, Philips, LED, 576751, Wattage=65, 65W Led BR30 Med 3pk",LED 65W,PHILIPS 576751 LED With LED,"PHILIPS, LED, With LED, 65","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,65,W,Wattage Rating,65,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,583161,583161 Led 65W Med BR30 3pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,583161,,Lighting>LED,"Signify North America, Philips, LED, 583161, Wattage=65, Led 65W Med BR30 3pk",LED 65W,PHILIPS 583161 LED With LED,"PHILIPS, LED, With LED, 65","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,65,W,Wattage Rating,65,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,566695,566695 60W Led Med 27k 3pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,566695,,Lighting>LED,"Signify North America, Philips, LED, 566695, Wattage=60, 60W Led Med 27k 3pk",LED 60W,PHILIPS 566695 LED With LED,"PHILIPS, LED, With LED, 60","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,60,W,Wattage Rating,60,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,577007,577007 125W Led Med 30k Flood,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,577007,,Lighting>LED,"Signify North America, Philips, LED, 577007, Wattage=125, 125W Led Med 30k Flood",LED 125W,PHILIPS 577007 LED With LED,"PHILIPS, LED, With LED, 125","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,125,W,Wattage Rating,125,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,566653,566653 25W Led Cand 27k 3pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,566653,,Lighting>LED,"Signify North America, Philips, LED, 566653, Wattage=25, 25W Led Cand 27k 3pk",LED 25W,PHILIPS 566653 LED With LED,"PHILIPS, LED, With LED, 25","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,25,W,Wattage Rating,25,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,566679,566679 40W Led Med 27k 3pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,566679,,Lighting>LED,"Signify North America, Philips, LED, 566679, Wattage=40, 40W Led Med 27k 3pk",LED 40W,PHILIPS 566679 LED With LED,"PHILIPS, LED, With LED, 40","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,40,W,Wattage Rating,40,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,573311,573311 60W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,573311,,Lighting>LED,"Signify North America, Philips, LED, 573311, Wattage=60, 60W Led Med 27k 2pk",LED 60W,PHILIPS 573311 LED With LED,"PHILIPS, LED, With LED, 60","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,60,W,Wattage Rating,60,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,573394,573394 60W Led Cand 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,573394,,Lighting>LED,"Signify North America, Philips, LED, 573394, Wattage=60, 60W Led Cand 27k 2pk",LED 60W,PHILIPS 573394 LED With LED,"PHILIPS, LED, With LED, 60","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,60,W,Wattage Rating,60,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,573329,573329 60W Cand Led 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,573329,,Lighting>LED,"Signify North America, Philips, LED, 573329, Wattage=60, 60W Cand Led 27k 2pk",LED 60W,PHILIPS 573329 LED With LED,"PHILIPS, LED, With LED, 60","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,60,W,Wattage Rating,60,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,564930,564930 40W Cand Led 50k 3pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,564930,,Lighting>LED,"Signify North America, Philips, LED, 564930, Wattage=40, 40W Cand Led 50k 3pk",LED 40W,PHILIPS 564930 LED With LED,"PHILIPS, LED, With LED, 40","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,40,W,Wattage Rating,40,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,565000,565000 60W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,565000,,Lighting>LED,"Signify North America, Philips, LED, 565000, Wattage=60, 60W Led Med 27k 2pk",LED 60W,PHILIPS 565000 LED With LED,"PHILIPS, LED, With LED, 60","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,60,W,Wattage Rating,60,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,564922,564922 60W Led BA11 50k 3pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,564922,,Lighting>LED,"Signify North America, Philips, LED, 564922, Wattage=60, 60W Led BA11 50k 3pk",LED 60W,PHILIPS 564922 LED With LED,"PHILIPS, LED, With LED, 60","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,60,W,Wattage Rating,60,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,573295,573295 40W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,573295,,Lighting>LED,"Signify North America, Philips, LED, 573295, Wattage=40, 40W Led Med 27k 2pk",LED 40W,PHILIPS 573295 LED With LED,"PHILIPS, LED, With LED, 40","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,40,W,Wattage Rating,40,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,564914,564914 60W Med Led 50k 2pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,564914,,Lighting>LED,"Signify North America, Philips, LED, 564914, Wattage=60, 60W Med Led 50k 2pk",LED 60W,PHILIPS 564914 LED With LED,"PHILIPS, LED, With LED, 60","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,60,W,Wattage Rating,60,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,573485,573485 60W Led A19 Med 50k 2pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,573485,,Lighting>LED,"Signify North America, Philips, LED, 573485, Wattage=60, 60W Led A19 Med 50k 2pk",LED 60W,PHILIPS 573485 LED With LED,"PHILIPS, LED, With LED, 60","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,60,W,Wattage Rating,60,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,573337,573337 40W Led G25 Med 50k 2pk,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,573337,,Lighting>LED,"Signify North America, Philips, LED, 573337, Wattage=40, 40W Led G25 Med 50k 2pk",LED 40W,PHILIPS 573337 LED With LED,"PHILIPS, LED, With LED, 40","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,40,W,Wattage Rating,40,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
,,,,,,,Lighting,LED,,,544874,544874 32W Led T8 UBulb 40k,,,Philips,Phillips Lighting (5831),Signify North America,Philips®,Philips®,544874,,Lighting>LED,"Signify North America, Philips, LED, 544874, Wattage=32, 32W Led T8 UBulb 40k",LED 32W,PHILIPS 544874 LED With LED,"PHILIPS, LED, With LED, 32","LED, LED","Upgrade your home with the Philips® LED, designed to deliver exceptional performance and reliability. Featuring LED, this LED combines innovative technology with sleek design to meet your everyday needs.",LED,,,,,,,,,,,,,,,,,,,,With LED,,,LED,,LED,Wattage,32,W,Wattage Rating,32,,Color,Yellow,,Feature,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39112100,,,,,,,,,,,,,,,,,,,70%,No
